id,MS name,siglum,archive,shelfmark,other names,part
1795,Graz,A-Gu,Universitätsbibliothek,MS 8,,
1796,Graz,A-Gu,Universitätsbibliothek,MS 11,,
1802,Hamburg,D-Hs,Staats- und Universitätsbibliothek,"MS Hans. III, 4 ",,"I, II, III, V"
1805,Hamburg,D-Hs,Staats- und Universitätsbibliothek,"MS Hans. III, 4 (IV) ",,"Altus, Tenor, Bassus 1, Bassus 2, Sextus"
1807,Heidelberg,D-Heid,Universitätsbibliothek,MS Pal. Germ. 318,,
1808,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS X/2,,
1809,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS XL,,
1810,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS XCIII,,
1811,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS CXX,,
1812,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 72B,,
1813,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 72C,,
1814,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 73,,
1815,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 74,,
1816,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 75,,
1817,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 11,,
1819,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 17 ,,"a, b, c"
1820,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 18 ,,"a, b"
1821,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 20,,
1822,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 21,,
1823,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 22 ,,"a, b"
1827,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 26 ,,"a, b"
1828,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 27,,
1829,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 28,,
1830,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 29,,
1831,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 30,,
1832,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 41,,
1834,Innsbruck,A-Ia,Schloss Ambras,Inventar #5374,,
1836,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 9/1,,
1837,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 24/1,,
1838,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 38/1,,
1839,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 43/1,,
1840,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,8° Ms. Mus. 53/1,,
1841,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,8° Ms. Mus. 53/2,,
1842,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 91/1,,
1843,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 94/1,,
1844,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 118/1,,
1845,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 142/1,,
1846,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,4° Ms. Mus. 143/1,,
1847,Kaliningrad (Königsberg),RUS-KA,Former Staats- und Universitätsbibliothek,MS 334,,
1848,Kaliningrad (Königsberg),RUS-KA,Former Staats- und Universitätsbibliothek,MS 1737,,
1849,Kaliningrad (Königsberg),RUS-KA,Former Staats- und Universitätsbibliothek,MS 1738,,
1850,Kaliningrad (Königsberg),RUS-KA,Former Staats- und Universitätsbibliothek,MS 1739,,
1852,Kaliningrad (Königsberg),RUS-KA,Former Staats- und Universitätsbibliothek,MS 1968,,
1855,Kraków,PL-Kpa,Archiwum Panstwowym Miasta Krakowa i Województwa Krakowskiego (State Archives of the Town and Province of Kraków),MS D28,,
1857,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 2616,,
1859,Kremsmünster,A-KR,Stiftsbibliothek,MS 71,,
1860,Leiden,NL-L,Gemeentearchief; Archieven van de Kerken,MS 1439,,
1861,Leiden,NL-L,Gemeentearchief; Archieven van de Kerken,MS 1441,,
1862,Leiden,NL-L,Gemeentearchief; Archieven van de Kerken,MS 1442,,
1863,Leiden,NL-L,Gemeentearchief; Archieven van de Kerken,MS 1443,,
1864,Leipzig,D-LEu,Universitätsbibliothek,MS Thomaskirche 51 ,,"1, 2"
1865,Leipzig,D-LEu,Universitätsbibliothek,MS 1236,,
1866,Leipzig,D-LEu,Universitätsbibliothek,MS 1494,Apel Codex,
1867,Leuven (Louvain),B-LEu,Universiteitsbibliotheek (bibliotheek der Katholieke Universiteit te Leuven),MS M4,,
1868,Leuven (Louvain),B-LEu,Universiteitsbibliotheek (bibliotheek der Katholieke Universiteit te Leuven),MS 163,,
1870,London,GB-Lbl,British Library,Add. MS 4911,Scottish Anonymous,
1871,London,GB-Lbl,British Library,Add. MS 15166,,
1876,London,GB-Lbl,British Library,Add. MS 19583,,
1885,London,GB-Lbl,British Library,Add. MS 30480,Hammond Partbooks,
1888,London,GB-Lbl,British Library,Add. MS 31390,,
1889,London,GB-Lbl,British Library,Add. MS 31438,,
1890,London,GB-Lbl,British Library,Add. MS 32377,,
1891,London,GB-Lbl,British Library,Add. MS 33933,Wode partbooks,
1894,London,GB-Lbl,British Library,Add. MS 34191,,
1895,London,GB-Lbl,British Library,Add. MS 34200,,
1896,London,GB-Lbl,British Library,Add. MS 34700,,
1897,London,GB-Lbl,British Library,Add. MS 35087,,
1901,London,GB-Lbl,British Library,Add. MS 47844,,
1904,London,GB-Lbl,British Library,Egerton 3051,,
1906,London,GB-Lbl,British Library,Harley 1709,,
1907,London,GB-Lbl,British Library,Harley 5242,Chansonnier of Françoise de Foix,
1908,London,GB-Lbl,British Library,Harley 7578,,
1910,London,GB-Lbl,British Library,RM 24 d. 2,Baldwin Commonplace Book,
1915,Cortona,I-CTb,Biblioteca Comunale e dell'Accademia Etrusca,MS 96,,
1926,Torun,PL-Tm,Wojewódzka Biblioteka Publiczna Ksiaznica Kopernikanska w Torunio,J. 4º 30,,
1927,Torun,PL-Tm,Wojewódzka Biblioteka Publiczna Ksiaznica Kopernikanska w Torunio,J. 4º 31,,
1928,Torun,PL-Tm,Wojewódzka Biblioteka Publiczna Ksiaznica Kopernikanska w Torunio,J. 4º 32,,
1931,Stockholm,S-Sk,Kungliga Bibliothek,Holm. S 229:2,,
1939,Greifswald,D-GRu,Universitätsbibliothek,BW 641,,
1940,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS V/2,,
1941,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,8º Ms. Mus. 4/2,,
1942,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,8º Ms. Mus. 4/3,,
1956,Regensburg,D-Rtt,Fürst Thurn und Taxis Hofbibliothek,Freie Künste Musik 3,,
1961,Samaden,CH-SAM,Fundaziun Planta,M 31,,
1965,Zurich,CH-Zz,Zentralbibliothek,Car.V.169b,,
1966,Zurich,CH-Zz,Zentralbibliothek,Car.V.169c,,
1967,Zurich,CH-Zz,Zentralbibliothek,Car.V.169d,,
1968,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.25a,,
1975,Amsterdam,NL-Ar,Rijksmuseum,V A 1,,
1976,London,GB-Lbl,British Library,Royal Appendix 58,,
1977,Seville,E-Sco,Biblioteca Capitular y Colombina,82-4-33,,
1978,Seville,E-Sco,Biblioteca Capitular y Colombina,82-4-33bis,,
1979,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. Ser. n. 13970 Han,,
1980,Vyšší Brod,CZ-VB,Klasterni Knihovna,MS 41,,
1981,Seville,E-Sc,"Catedral Metropolitana, Biblioteca del Coro",Ms. 7-1-28,Cancioniero de la Colombina,
1982,Paris,F-Pn,Bibliothèque Nationale,fonds latin 16664,,
1983,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 4989 Han,,
1984,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 2188,,
1985,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 11883 Han,,
1986,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 9814,,
1987,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 16746 Mus,,
1988,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 18825/1-4 Mus ,,"Discantus, Bassus"
1989,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs.18832/1-2 Mus ,,Upper Voice
1990,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 4704 Mus,Staff height 14,
1992,Tournai,B-Tc,Chapitre de la Cathédrale,BCT A58,,
1994,Sion,CH-Sk,Archives du Chapitre,Jan-87,,
1996,Prague,CZ-Pnm,Narodni muzeum,MS X A 6,,
2000,Leipzig,D-LEu,Universitätsbibliothek,MS 1084,,
2001,Munich,D-Mbs,Bayerische Staatsbibliothek,Cgm. 810,Schedelsches Liederbuch,
2002,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 24506,,
2003,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 31,,
2004,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 35,,
2005,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 36,,
2006,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 37,,
2007,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 38,,
2008,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 39,,
2010,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 52,,
2011,Munich,D-Mu,Universitätsbibliothek,MS 2° Art. 239,,
2012,Regensburg,D-Rp,Bischöfliche Zentralbibliothek,C 98,,
2013,Stuttgart,D-Stuttg,Württembergische Landesbibliothek,"MS HB VIII, Philol. 9",,
2014,Stuttgart,D-Stuttg,Württembergische Landesbibliothek,MS Musica folio I 49,,
2015,Stuttgart,D-Stuttg,Württembergische Landesbibliothek,MS Musica folio I 3,,
2016,Wolfenbüttel,D-W,Herzog August Bibliothek,Cod. Guelf. 287 Extrav.,Wolfenbüttel Chansonnier,
2017,Zwickau,D-Z,Ratsschulbibliothek,"MS 106,4 ",,"Discantus, Altus, Tenor, Bassus, Quintus"
2018,Zwickau,D-Z,Ratsschulbibliothek,"MS 119,1",,
2019,Seville,E-Sco,Biblioteca Capitular y Colombina,2005-05-20,,
2020,Segovia,E-SE,Archivo Capitular de la Catedral,Ms. s. s.,Segovia Codex; Cancionero musical de Segovia; Cancionero del Alcázar,
2021,Tarazona,E-TZ,Archivo Capitular de la Catedral,Archivo Ms. 2,,
2022,Tarazona,E-TZ,Archivo Capitular de la Catedral,Archivo Ms. 3,,
2023,Tarazona,E-TZ,Archivo Capitular de la Catedral,Archivo Ms. 5,,
2025,Paris,F-Pn,Bibliothèque Nationale,Cons. Rés. 1431,,
2027,Paris,F-Pn,Bibliothèque Nationale,fonds français 1597,Lorraine Chansonnier,
2028,Paris,F-Pn,Bibliothèque Nationale,fonds français 2245,,
2031,London,GB-Lbl,British Library,Royal 11 E. xi,,
2032,London,GB-Lbl,British Library,Royal 8 G. vii,,
2033,London,GB-Lcm,Royal College of Music,MS 1070,Anne Boleyn Music book,
2035,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.132,,
2041,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 29,,
2044,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Vat. lat. 3441,,
2047,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Vat. lat. 5318,,
2049,Siena,I-Sas,Archivio di Stato Siena,"Frammenti Musicali busta n. 1, ins. n. 11",,
2051,Utrecht,NL-Urc,Rijksmuseum Catharijneconvent,Hs. 27,,
2052,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 8a,,
2053,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.F.428,Viadrina Codex; Gruner Codex,
2054,Warsaw,PL-Wu,"Biblioteka Uniwersytecka, Oddzial Zbiorów Muzycznych",2016,,
2057,Washington,US-Wc,Library of Congress,M2.1.L25 Case,Chansonnier Laborde,
2058,Montserrat,E-MO,Monasterio de S Maria,MS 766,,
2059,Montserrat,E-MO,Monasterio de S Maria,MS 773,,
2060,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 6,,
2061,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 7,,
2062,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 34,,
2063,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS F,,
2064,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 1783,,
2065,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 4809 Han,,
2066,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 4810 Han,,
2067,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 11778 Han,,
2068,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 15495,Maximilian Codex,
2069,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 15496 Mus,,
2070,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 15497 Mus,,
2071,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 15941 ,,"Contratenor, B"
2072,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 18746 Mus ,,"Superius/Discantus, Tenor 1, Tenor 2, Bassus"
2074,Antwerp,B-Amp,"Museum Plantin-Moretus, Bibliotheek",MS M18.13 (fragment 1),,
2075,Antwerp,B-Amp,"Museum Plantin-Moretus, Bibliotheek",MS M18.13 (fragment 2),,
2077,Bruges,B-BRr,Rijksarchief Aanwinsten,756,,
2078,Brussels,B-Bg,"Archives générales du Royaume, Archives de Ste-Gudule","Fonds Sint-Goedele, 9423",,
2079,Brussels,B-Bg,"Archives générales du Royaume, Archives de Ste-Gudule","Fonds Sint-Goedele, 9424",,
2080,Gent (Ghent),B-Gr,Rijksarchief,Varia D.3360 B,,
2081,Tongeren,B-TOsa,Stadtsarchief,Oud regime MS 183,,
2082,Utrecht,NL-Urc,Rijksmuseum Catharijneconvent,Hs. 47 (fragments 1 and 2),,
2087,Milan,I-Mfd,"Archivio della Veneranda Fabbrica del Duomo, Sezione Musicale",MS 2267 (Librone 3),,
2088,Milan,I-Mfd,"Archivio della Veneranda Fabbrica del Duomo, Sezione Musicale",MS 2268 (Librone 2),,
2089,Milan,I-Mfd,"Archivio della Veneranda Fabbrica del Duomo, Sezione Musicale",MS 2269 (Librone 1),,
2090,Modena,I-MOe,Biblioteca Estense,MS {alpha}.M.1.12,Modena C,
2096,Columbia,US-COc,Columbia College Library,Columbia College Early MS 5,,
2099,London,GB-Lbl,British Library,Royal 20 A. xvi,,
2100,London,GB-Lbl,British Library,Royal Appendix 41,,
2101,London,GB-Lbl,British Library,Royal Appendix 42,,
2102,London,GB-Lbl,British Library,Royal Appendix 43,,
2103,London,GB-Lbl,British Library,Royal Appendix 44,,
2104,London,GB-Lbl,British Library,Royal Appendix 45,Ludford,
2105,London,GB-Lbl,British Library,Royal Appendix 46,Ludford,
2106,London,GB-Lbl,British Library,Royal Appendix 47,Ludford,
2107,London,GB-Lbl,British Library,Royal Appendix 48,Ludford,
2108,London,GB-Lbl,British Library,Royal Appendix 49,,
2109,London,GB-Lbl,British Library,Royal Appendix 50,,
2110,London,GB-Lbl,British Library,Royal Appendix 51,,
2111,London,GB-Lbl,British Library,Royal Appendix 52,,
2112,London,GB-Lbl,British Library,Royal Appendix 53,,
2113,London,GB-Lbl,British Library,Royal Appendix 54,,
2114,London,GB-Lbl,British Library,Royal Appendix 57,,
2115,London,GB-Lbl,British Library,Royal Appendix 74,Lumley,
2116,London,GB-Lbl,British Library,Royal Appendix 75,Lumley,
2117,London,GB-Lbl,British Library,Royal Appendix 76,Lumley,
2128,London,GB-Lcm,Royal College of Music,MS 2037 ,,"Discantus, Bassus"
2130,Lucca,I-Lg,Biblioteca Statale,MS 775,,
2131,Lucca,I-LUa,Archivio e biblioteca Arcivescovile,MS A VIII,,
2132,Lüneburg,D-Lr,Ratsbücherei,Mus.ant.pract.K.N.150,,
2133,Lüneburg,D-Lr,Ratsbücherei,Mus.ant.pract.376,,
2134,Madrid,E-Mb,Private Library of Don Bartolomé March Servera,MS R. 6832 (862),,
2135,Madrid,E-Mn,Biblioteca Nacional,Sala de Investigadores. MS 2092,,
2136,Madrid,E-Mn,Biblioteca Nacional,Sección de Música. MS M. 2431,,
2137,Madrid,E-Mn,Biblioteca Nacional,Sección de Música. MS M. 2433,,
2141,Milan,I-Ma,Biblioteca Ambrosiana,MS S.P.II.5,,
2142,Milan,I-Ma,Biblioteca Ambrosiana,MS A.10. Sup.,,
2143,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 153 ,,
2144,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 156,,
2145,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 167,,
2146,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 168,,
2147,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 186 [IV. 10] ,,"Discantus, Bassus"
2148,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 194 ,,"Discantus, Altus, Tenor, Bassus"
2149,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 195/3 [IV. 20] ,,"Altus, Bassus"
2150,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,MS s. s.,Tarasconi Codex; Clerici Codex,
2154,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. VI,,
2155,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. XI,,
2156,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. XII,,
2157,Modena,I-MOe,Biblioteca Estense,MS C.313 ,,"2, 3, 4, 1"
2161,Modena,I-MOe,Biblioteca Estense,MS C.314 ,,"1, 2, 3, 4, 5, 6, 7"
2168,Modena,I-MOe,Biblioteca Estense,MS {alpha}.N.1.1,,
2169,Modena,I-MOe,Biblioteca Estense,MS {alpha}.N.1.3,,
2173,Montserrat,E-MO,Monasterio de S Maria,MS 765,,
2174,Montserrat,E-MO,Monasterio de S Maria,MS 767,,
2175,Montserrat,E-MO,Monasterio de S Maria,MS 768,,
2176,Montserrat,E-MO,Monasterio de S Maria,MS 769,,
2177,Montserrat,E-MO,Monasterio de S Maria,MS 771,,
2178,Montserrat,E-MO,Monasterio de S Maria,MS 772,,
2179,Montserrat,E-MO,Monasterio de S Maria,MS 776,,
2180,Montserrat,E-MO,Monasterio de S Maria,MS 823,,
2182,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1,,
2183,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 2,,
2184,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3,,
2185,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 5,,
2186,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 9,,
2188,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 10,,
2189,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 12,,
2190,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 13,,
2191,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 16,,
2192,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 19,,
2193,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 25,,
2194,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 26,,
2195,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 29,,
2196,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 33,,
2197,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 40,,
2198,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 41,,
2199,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 42,,
2200,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 43,,
2201,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 44,,
2202,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 46,,
2203,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 47,,
2204,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 51,,
2205,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 53,,
2206,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 59,,
2207,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 65,,
2208,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 66,,
2209,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 69,,
2210,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 260,,
2211,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 274a ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
2212,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 510,,
2213,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1501 ,,"Discantus, Altus, Tenor, Bassus"
2214,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1502 ,,"Discantus, Tenor, Bassus"
2215,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1503a ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
2216,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1503b ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
2217,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1505,,
2218,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1508 ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
2219,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1516 ,,"Discantus, Altus, Tenor, Bassus"
2220,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 1536 ,,"C, T, B, VI, VIII"
2222,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3155,,
2223,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3156,,
2224,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3225,,
2225,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS B,,
2226,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS C,,
2227,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 5023,,
2228,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 6034,,
2229,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 11943,,
2233,Munich,D-Mu,Universitätsbibliothek,MS 8° 322,,
2234,Munich,D-Mu,Universitätsbibliothek,MS 8° 323,,
2235,Munich,D-Mu,Universitätsbibliothek,MS 8° 324,,
2236,Munich,D-Mu,Universitätsbibliothek,MS 8° 325,,
2238,Munich,D-Mu,Universitätsbibliothek,MS 8° 326,,
2239,Munich,D-Mu,Universitätsbibliothek,MS 8° 327,,
2240,Munich,D-Mu,Universitätsbibliothek,MS 8° 328,,
2241,Munich,D-Mu,Universitätsbibliothek,MS 8° 330,,
2242,Munich,D-Mu,Universitätsbibliothek,MS 8° 331,,
2243,Munich,D-Mu,Universitätsbibliothek,MS 8° 329,,
2244,Munich,D-Mu,Universitätsbibliothek,MS 4° Liturg. 374 ,,"1, 2"
2246,Munich,D-Mu,Universitätsbibliothek,MS 4° Art. 401 ,,"1, 2, 3, 4"
2255,New Haven,US-NH,"Yale University, School of Music Library",Miscellaneous MS 179,,
2256,New Haven,US-NH,"Yale University, School of Music Library",Miscellaneous MS 239 ,,"Altus, Bassus"
2257,Nuremberg (Nürnberg),D-Ngm,Bibliothek des Germanischen Nationalmuseums,8820 Q,,
2258,Nuremberg (Nürnberg),D-Ngm,Bibliothek des Germanischen Nationalmuseums,83795,,"Tenor, Bassus"
2259,Nuremberg (Nürnberg),D-Nla,Landeskirchliches Archiv,St. Egidien 33,,
2260,Nuremberg (Nürnberg),D-Nla,Landeskirchliches Archiv,Fenitzer  IV. 224 2°,,
2272,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 1,Sadler Partbooks,
2273,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 2,Sadler Partbooks,
2274,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 3,Sadler Partbooks,
2275,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 4,Sadler Partbooks,
2276,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 5,Sadler Partbooks,
2291,Oxford,GB-Ob,Bodleian Library,MS. Mus. Sch. e. 420,Wanley Partbooks,
2292,Oxford,GB-Ob,Bodleian Library,MS. Mus. Sch. e. 421,Wanley Partbooks,
2293,Oxford,GB-Ob,Bodleian Library,MS. Mus. Sch. e. 422,Wanley Partbooks,
2294,Oxford,GB-Ob,Bodleian Library,MS. Mus. Sch. e. 423,,
2334,Oxford,GB-Ob,Bodleian Library,MS. Tenbury 1464,,
2338,Oxford,GB-Ob,Bodleian Library,MS. Tenbury 1486,Braikenridge Manuscript,
2341,Oxford,GB-Och,Christ Church,Mus. 45,,
2348,Oxford,GB-Och,Christ Church,Mus. 979,Baldwin Partbooks,
2349,Oxford,GB-Och,Christ Church,Mus. 980,Baldwin Partbooks,
2350,Oxford,GB-Och,Christ Church,Mus. 981,Baldwin Partbooks,
2351,Oxford,GB-Och,Christ Church,Mus. 982,Baldwin Partbooks,
2352,Oxford,GB-Och,Christ Church,Mus. 983,Baldwin Partbooks,
2353,Oxford,GB-Och,Christ Church,Mus. 984,Dow Partbooks,
2354,Oxford,GB-Och,Christ Church,Mus. 985,Dow Partbooks,
2355,Oxford,GB-Och,Christ Church,Mus. 986,Dow Partbooks,
2356,Oxford,GB-Och,Christ Church,Mus. 987,Dow Partbooks,
