id,MS name,siglum,archive,shelfmark,other names,part
8,Basel,CH-Bst,Staatsarchiv,Fragmente Klosterarchiv St. Clara Q 1,,
21,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 392,,
25,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Lat. 4° 46,,
28,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Theol. Lat. 4° 100,,
29,Darmstadt,D-DS,Hessische Landes- und Hochschulbibliothek,2276,,
36,Erlangen,D-ERu,Universitätsbibliothek,464,,
39,Karlsruhe,D-KA,Badische Landesbibliothek,Wonnenthal 1,,
42,Munich,D-Mbs,Bayerische Staatsbibliothek,Cgm. 715,,
44,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 14926,,
45,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 15611,,
51,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 5539,,
58,Wolfenbüttel,D-W,Herzog August Bibliothek,Cod. Guelf. 30.9.2.Aug.4o,,
59,Zittau,D-ZIs,Staatsbibliothek,Graduale Ms. A V,,
60,Barcelona,E-Bac,Arxiu de la Corona de Aragón,Ripoll 139,,
61,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS M 251,,
64,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 2,,
82,Dijon,F-Dm,Bibliothèque Municipale,MS 2837,,
83,Lille,F-Ldn,Archives Départementales du Nord,4 G 1081,,
90,Paris,F-Pn,Bibliothèque Nationale,fonds français 1585,Machaut B,
96,Paris,F-Pn,Bibliothèque Nationale,fonds latin 10581,,
97,Paris,F-Pn,Bibliothèque Nationale,nouvelles acquisitions françaises 10660,,
100,Paris,F-Pn,Bibliothèque Nationale,nouvelles acquisitions françaises 4917,,
106,Paris,F-Pm,Bibliothèque Mazarine,M 438 (210),,
107,Paris,F-Psg,Bibliothèque Ste Genevieve,1257,,
109,Strasbourg,F-Sm,Bibliothèque Municipale,222 C. 22,,
112,Aosta,I-AO,Seminario Maggiore,15,Aosta Manuscript,
116,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.1,,
117,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.15,,
119,Bologna,I-Bu,Biblioteca Universitaria,MS 2216,,
122,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. CII,,
124,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. LVII,,
127,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. LXXIX,,
130,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. XLVII,,
131,Faenza,I-FZc,Biblioteca Comunale,MS 117,Faenza,
133,Florence (Firenze),I-Fl,Biblioteca Medicea-Laurenziana,MS Ashb. 999,,
134,Foligno,I-FOLc,Archivio di Stato Foligno,s.s.,,
136,Grand-St-Bernard,CH-GSB,Bibliothèque de l'Hospice,19008,,
137,Grottaferrata,I-GR,Biblioteca del Monumento Nazionale,Kript. Lat. 224,,
139,Gubbio,I-GU,"Archivio di Stato, Fondo dell'Ex-Convento di San Domenico Gubbio",Corale O,,
144,Milan,I-Mb,Biblioteca Nazionale Braidense,Braidense AD.XIV.49,,
145,Modena,I-MOe,Biblioteca Estense,MS {alpha}.M.5.24,Modena A; ModA,
146,Modena,I-MOe,Biblioteca Estense,MS {alpha}.X.1.11,Modena B; ModB,
147,"Monte Maria (Malles Venosta-Bolzano, Marienberg)",I-MM,Biblioteca dell'Abbazia,"Inc.XVIII, 2o, 28",,
152,Padua,I-Pu,Biblioteca Universitaria,MS 1106,Pad D,
153,Padua,I-Pu,Biblioteca Universitaria,MS 1115,Pad B,
154,Padua,I-Pu,Biblioteca Universitaria,MS 1225,Pad D,
155,Padua,I-Pu,Biblioteca Universitaria,MS 1283,Pad D,
159,Padua,I-Pu,Biblioteca Universitaria,MS 675,,
161,Parma,I-PAas,Archivio di Stato Parma,"Raccolta Manoscritti, busta 75, n. 26 ex convento LXXXV (S. Servino di Piacenza) reg. n. 52",,
163,Parma,I-PAac,Archivio Capitolare di Parma,MS F-09,,
167,Pisa,I-PIca,Biblioteca Cateriniana del Seminario Arcivescovile,"s.s., Kyriale 15th c.",,
170,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Barb. lat. 171,,
174,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Ottob. lat. 1969,,
178,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Urb. lat. 1419,,
184,Stresa,I-ST,Biblioteca Rosminiana,MS 14,,
187,Turin (Torino),I-Tn,Biblioteca Nazionale Universitaria,MS J.II.9,Cypriot-French,
190,Venice,I-Vnm,Biblioteca Nazionale Marciana,MS lat. III. 125,,
192,Grand-St-Bernard,CH-GSB,Bibliothèque de l'Hospice,19027,,
193,Grand-St-Bernard,CH-GSB,Bibliothèque de l'Hospice,19026,,
194,Florence (Firenze),I-Fsl,Archivio di San Lorenzo,MS 2211,San Lorenzo,
195,Vicenza,I-VICac,Archivio Capitolare del Duomo di Vicenza,MS U.VIII.11,,
196,Lucca,I-LUs,Archivio di Stato Lucca,MS 238,Mancini Codex or Lucca Codex,
197,Rodez,F-ROD,Archives départementales de l'Aveyron,J 2001,,
199,Bordeaux,F-Ba,Archives Departementales de la Gironde,G 241,,
202,Eton,GB-WRec,Eton College Library,MS 178,Eton Choirbook,
203,Cambridge,GB-Cmc,Magdalene College,MS 1236,,
204,Lausanne,CH-LAcu,Bibliothèque Cantonale et Universitaire,A. e. 15,,
207,London,GB-Lbl,British Library,Egerton 3307,,
209,London,GB-Llp,Lambeth Palace Library,MS 1,Lambeth Choirbook; Arundel Choirbook,
211,Cambridge,GB-Cu,University Library,Dd.13.27,,
213,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 14274,Codex Sankt Emmeram,
214,Basel,CH-Bu,Öffentliche Bibliotek der Universität,Music Fragment I,,
215,Basel,CH-Bu,Öffentliche Bibliotek der Universität,Music Fragment II,,
216,Atri,I-AT,"Museo della Basilica Cattedrale d'Atri, Biblioteca del Capitolo della Cattedrale",Frammento 17,,
219,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. LIX,,
221,Siena,I-Sas,Archivio di Stato Siena,Frammenti Musicali N. 155,,
222,Udine,I-UDc,Biblioteca Comunale Vincenzo Joppi,MS 165,,
223,Lucca,I-LUa,Archivio e biblioteca Arcivescovile,MS 97,Lucca choirbook (or Strohm Codex),
224,Padua,I-Pas,Archivio di Stato Padova,Santa Giustina 553,,
225,Cambridge,GB-Cgc,Gonville and Caius College,MS 667/760,Caius Choirbook,
226,Grottaferrata,I-GR,Biblioteca del Monumento Nazionale,s.s.,,
227,Macerata,I-MACa,Archivio di Stato Macerata,"Notarile mandamentale di Recanati, vol. 488",,
232,Assisi,I-Af,Biblioteca e Centro di documentazione francescana del Sacro Convento di San Francesco,187,,
233,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXIX,,
234,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXI,,
235,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXVIII,,
236,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXXV,,
237,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXXVI,,
238,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS Fragments A B C D E,,
239,Bologna,I-Bca,Biblioteca Comunale dell'Archiginnasio,Ms. A. 179,,
240,Bologna,I-Bu,Biblioteca Universitaria,MS 2573 (2231),,
241,Casale Monferrato,I-CMac,Archivio Capitolare di Casale Monferrato,M,,D
242,Cortona,I-CTb,Biblioteca Comunale e dell'Accademia Etrusca,MS 95,,
243,Florence (Firenze),I-Fc,Conservatorio di Musica Luigi Cherubini,MS Basevi 2439,Basevi Codex,
244,Florence (Firenze),I-Fc,Conservatorio di Musica Luigi Cherubini,MS Basevi 2440,,
245,Florence (Firenze),I-Fc,Conservatorio di Musica Luigi Cherubini,MS Basevi 2441,,
246,Florence (Firenze),I-Fc,Conservatorio di Musica Luigi Cherubini,MS Basevi 2442 ,Chansonnier Strozzi,"Discantus, Altus, Tenor"
247,Florence (Firenze),I-Fd,Opera di S Maria del Fiore. Archivio Musicale,"MS 21, Parte V",,
249,Modena,I-MOas,Archivio di Stato Modena,MS 221. Frammenti musicali (Appendice),,
251,Canberra,AUS-CAnl,National Library of Australia Nan Kivell Calligraphy Collection,MS 4052/2/2,,
254,Zwickau,D-Z,Ratsschulbibliothek,MS 95.2,,
255,Dublin,IRL-Dnm,National Museum of Ireland,Reg. No. 1961,,
256,Dublin,IRL-Dtc,Trinity College Library,MS 158,,
257,Dublin,IRL-Dtc,Trinity College Library,MS 270,,
259,Dublin,IRL-Dtc,Trinity College Library,MS 444,,
261,Dublin,IRL-Dtc,Trinity College Library,[pr. bk.] Kk.k.55,,
262,Tallinn,EV-Ttm,Eesti Teatri- ja Muusikamuuseum [Estonian Theatre and Music Museum],ETMM M8:2/1-1,,
282,Arundel,GB-AR,Castle Archive,A340,,
283,Arundel,GB-AR,Castle Archive,M534,,
284,Arundel,GB-AR,Castle Archive,York Antiphonal (s.s.),York Antiphonal,
286,Beverley,GB-BEV,East Riding of Yorkshire Archives and Records Service,DDHU 19/2/I,,
287,Beverley,GB-BEV,East Riding of Yorkshire Archives and Records Service,DDHU 19/2/III,,
288,Beverley,GB-BEV,East Riding of Yorkshire Archives and Records Service,DDHU 19/2/IV,,
289,Beverley,GB-BEV,East Riding of Yorkshire Archives and Records Service,DDHU 19/2/V,,
290,Beverley,GB-BEV,East Riding of Yorkshire Archives and Records Service,DDHU 19/2/II,,
291,Bury St Edmunds,GB-BUc,St Edmundsbury Cathedral Old Library,J363,,
293,Cambridge,GB-Cccc,Corpus Christi College,MS 145,,
297,Cambridge,GB-Cec,Emmanuel College,MS 300,,
298,Cambridge,GB-Cfm,Fitzwilliam Museum,MU MS 1005,,
308,Cambridge,GB-Ckc,King's College Archives,Mundum Book 3,,
309,Cambridge,GB-Cmc,Magdalene College,MS 1594,Pepys,
311,Cambridge,GB-Cpc,Pembroke College,MS 314,,
312,Cambridge,GB-Cpc,Pembroke College,MS 314 supplementary envelope C,,
318,Cambridge,GB-Ctc,Trinity College,B.11.34,,
320,Cambridge,GB-Ctc,Trinity College,O.3.58,Agincourt Roll,
321,Cambridge,GB-Ctc,Trinity College,R.14.26,,
322,Cambridge,GB-Ctc,Trinity College,R.2.71,,
323,Cambridge,GB-Cu,University Library,Add. 2713 (1-2),,
324,Cambridge,GB-Cu,University Library,Add. 2750 (F),,
325,Cambridge,GB-Cu,University Library,Add. 2765,,
326,Cambridge,GB-Cu,University Library,Add. 4250,,
327,Cambridge,GB-Cu,University Library,Add. 4435,Part of Lost Choirbook I,
328,Cambridge,GB-Cu,University Library,Add. 5943,,
329,Cambridge,GB-Cu,University Library,Add. 5963,Part of Lost Choirbook I,8
331,Cambridge,GB-Cu,University Library,Add. 9414,,
332,Cambridge,GB-Cu,University Library,Buxton MSS Box 96 (music fragment),,
333,Cambridge,GB-Cu,University Library,Ee.i.12,,
337,Cambridge,GB-Cu,University Library,H*.v.39,,
338,Cambridge,GB-Cu,University Library,Ii.v.18,,
339,Cambridge,GB-Cu,University Library,Kk.i.6,,
340,Cambridge,GB-Cu,University Library,Ll.i.11,,
341,Cambridge,GB-Cu,University Library,Nn.6.46,,
343,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/6,,
344,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/65,,
345,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/5,,
349,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/66,,
350,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/7,,
351,Canterbury,GB-CA,Cathedral Archives,Add. Ms. 128/70,,
355,Chester,GB-CRr,Cheshire and Chester Archives,ZCX/1,,
356,Coventry,GB-CO,City Archives,BA/E/F/37/1 part,,
360,Durham,GB-DRc,Chapter Library,Endpapers and Bindings 25,,
362,Durham,GB-DRc,Chapter Library,MS A.IV.23,,
363,Durham,GB-DRc,Chapter Library,MS C.I.20,,
365,Durham,GB-DRusc,St Chad's College,St Chad's MS 3,,
367,Durham,GB-DRu,University Library,S.R.9.D.3,,
368,Edinburgh,GB-En,National Library of Scotland,Fort Augustus Abbey MS A. 1.,,
369,Evesham,GB-EVa,Evesham Almonry,1537 Matthew Bible,,
370,Exeter,GB-EXro,Devon Record Office,SM 1981,,
373,Hertford,GB-HFr,Hertfordshire Archives and Local Records,57553,,
375,Ipswich,GB-Ir,Suffolk Record Office,S1/2/403,,
376,Leeds,GB-LEu,University Brotherton Library,"Brotherton Collection Incunabula, Caxton",,
378,Saxilby (Lincolnshire),GB-SXsb,"Archives, Parish of St. Botolph",SAXILBY PAR 23/1,,
379,Liverpool,GB-LIVu,University Library,Mayer MS 12034,,
380,London,GB-Lbl,British Library,Add. MS 10336,,
382,London,GB-Lbl,British Library,Add. MS 17001,,
389,London,GB-Lbl,British Library,Add. MS 30520 B,,
390,London,GB-Lbl,British Library,Add. MS 33989,,
391,London,GB-Lbl,British Library,Add. MS 35290,,
394,London,GB-Lbl,British Library,Add. MS 37075,,
397,London,GB-Lbl,British Library,Add. MS 39958,,
402,London,GB-Lbl,British Library,Add. MS 49597 N,,
404,London,GB-Lbl,British Library,Add. MS 50856,,
405,London,GB-Lbl,British Library,Add. MS 54324,,
406,London,GB-Lbl,British Library,Add. MS 5666,,
409,London,GB-Lbl,British Library,Add. MS 70516,,
414,London,GB-Lbl,British Library,Cotton Nero E.viii,,
415,London,GB-Lbl,British Library,Cotton Tiberius A.vii,,
420,London,GB-Lbl,British Library,Egerton 3002,,
422,London,GB-Lbl,British Library,Harley 1512,,
423,London,GB-Lbl,British Library,Harley 2942,,
424,London,GB-Lbl,British Library,Harley 2945,,
425,London,GB-Lbl,British Library,Harley 2951,,
429,London,GB-Lbl,British Library,Harley 4958,,
435,London,GB-Lbl,British Library,Lansdowne 462,,
436,London,GB-Lbl,British Library,[pr. bk.] C. 35. f. 10,,
437,London,GB-Lbl,British Library,[pr. bk.] C. 35. f. 14,,
438,London,GB-Lbl,British Library,[pr. bk.] C. 35. g. 12,,
439,London,GB-Lbl,British Library,[pr. bk.] C. 52. b. 21,,
440,London,GB-Lbl,British Library,[pr. bk.] Music Library K. 1. e. 1,,
443,London,GB-Lbl,British Library,Royal 7 A. vi,,
445,London,GB-Lbl,British Library,Sloane 1313,,
447,London,GB-Llp,Lambeth Palace Library,MS 438,,
449,London,GB-Llp,Lambeth Palace Library,MS 466,,
450,London,GB-Llp,Lambeth Palace Library,MS 479,,
452,London,GB-Llp,Lambeth Palace Library,[pr. bk.] **H5142.P.1545,,
453,London,GB-Llp,Lambeth Palace Library,[pr. bk.] **H890.L.35,,
457,London,GB-Lpro,The National Archives,C 115/78,,
458,London,GB-Lpro,The National Archives,E 122/201/5,,
460,London,GB-Lpro,The National Archives,E 163/22/1/1,,
462,London,GB-Lpro,The National Archives,E 163/22/1/3,,
464,London,GB-Lpro,The National Archives,SP I/246,,
465,London,GB-Lrcp,Royal College of Physicians,481,,
466,London,GB-Lrcp,Royal College of Physicians,734,,
468,London,GB-Lrcp,Royal College of Physicians,[pr. bk.] 51.g.3a,,
469,London,GB-Lva,Victoria & Albert Museum,Circ. 526-1923,Part of Lost Choirbook I,
471,London,GB-Lwa,Westminster Abbey,MS 102,,
472,London,GB-Lwa,Westminster Abbey,MS 103,,
477,Norwich,GB-NWr,Norfolk Record Office,Flitcham 299,,
478,Nottingham,GB-NOr,Archives Office,CA 2169/1,,
479,Nottingham,GB-NOr,Archives Office,"PR 20,332",,
480,Oxford,GB-Oas,All Souls College,MS 330,,
482,Oxford,GB-Oas,All Souls College,SR 59.b.13,,
484,Oxford,GB-Ob,Bodleian Library,MS. Add. C. 87*,,
486,Oxford,GB-Ob,Bodleian Library,MS. Ashmole 1393,,
487,Oxford,GB-Ob,Bodleian Library,MS. Ashmole 1527,,
488,Oxford,GB-Ob,Bodleian Library,MS. Ashmole 191,,
489,Oxford,GB-Ob,Bodleian Library,MS. Ashmole 831,,
498,Oxford,GB-Ob,Bodleian Library,MS. Bodl. 652,,
500,Oxford,GB-Ob,Bodleian Library,MS. Bodl. 88*,,
503,Oxford,GB-Ob,Bodleian Library,MS. Canon. Liturg. 291,,
504,Oxford,GB-Ob,Bodleian Library,MS. Canon. Misc. 42,,
507,Oxford,GB-Ob,Bodleian Library,MS. Digby 133,The Digby Plays,
508,Oxford,GB-Ob,Bodleian Library,MS. Digby 167,,
509,Oxford,GB-Ob,Bodleian Library,MS. Don. b. 31,Part of Lost Choirbook I,
510,Oxford,GB-Ob,Bodleian Library,MS. Don. b. 32,Part of Lost Choirbook I,
512,Oxford,GB-Ob,Bodleian Library,MS. Douce 381,,
514,Oxford,GB-Ob,Bodleian Library,MS. Eng. misc. c. 291,,
515,Oxford,GB-Ob,Bodleian Library,MS. Eng. poet. e. 1,,
519,Oxford,GB-Ob,Bodleian Library,MS. Lat. liturg. a. 6,,
520,Oxford,GB-Ob,Bodleian Library,MS. Lat. liturg. a. 8,,
521,Oxford,GB-Ob,Bodleian Library,MS. Lat. liturg. a. 9,,
523,Oxford,GB-Ob,Bodleian Library,MS. Lat. liturg. b. 5,,
527,Oxford,GB-Ob,Bodleian Library,MS. Lat. liturg. e. 14,,
528,Oxford,GB-Ob,Bodleian Library,MS. Lat. misc. f. 18,,
529,Oxford,GB-Ob,Bodleian Library,MS. Lat. theol. e. 30,,
534,Oxford,GB-Ob,Bodleian Library,MS. Mus. d. 103,,
536,Oxford,GB-Ob,Bodleian Library,MS. Mus. e. 21,,
542,Oxford,GB-Ob,Bodleian Library,MS. Rawl. liturg. d. 4,,
543,Oxford,GB-Ob,Bodleian Library,MS. Rawl. liturg. e. 45,,
545,Oxford,GB-Ob,Bodleian Library,[pr. bk.] Arch. A c.10,,
546,Oxford,GB-Ob,Bodleian Library,MS. Auct. T inf. 3.17,,
551,Oxford,GB-Och,Christ Church,Mus. 1251,,
552,Oxford,GB-Och,Christ Church,Okes 253,,
555,Oxford,GB-Occ,Corpus Christi College,MS 265,,
559,Oxford,GB-Olc,Lincoln College,MS Lat. 124,,
560,Oxford,GB-Olc,Lincoln College,MS Lat. 64,,
561,Oxford,GB-Olc,Lincoln College,MS Lat. 89,,
563,Oxford,GB-Omc,Magdalen College,MS Lat. 267,Part of Lost Choirbook I,
565,Oxford,GB-Omc,Magdalen College,MS Lat. 39,,
567,Oxford,GB-Omec,Merton College,MS 292,,
568,Oxford,GB-Omec,Merton College,[pr. bk.] 62. f. 8,,
570,Oxford,GB-Onc,New College,MS 368/1,,
571,Oxford,GB-Onc,New College,MS 368/2,,
572,Oxford,GB-Onc,New College,MS 368/3,,
574,Oxford,GB-Onc,New College,MS 7,,
575,Oxford,GB-Onc,New College,[pr. bk.] omega.14.5,,
576,Oxford,GB-Onc,New College,[pr. bk.] C.1.1-2,,
577,Oxford,GB-Ojc,St John’s College,Cpbd.A.4.12,,
578,Oxford,GB-Ouc,University College,University College MS. 16,,
579,Oxford,GB-Ouc,University College,University College MS. 192,Part of Lost Choirbook I,
581,Paisley,GB-PAa,Abbey,slate music fragments,Paisley Slate Fragments,
582,Ripon,GB-RIc,Cathedral Library,MS 1949/1/P270,,
583,Ripon,GB-RIc,Cathedral Library,MS 20 (XVII.B.49),,
584,Saxmundham,GB-SMls,Private collection of J E Levett-Scrivener,Sibton Abbey account book,,
585,Shrewsbury,GB-SHRs,Shrewsbury School,MS VI,,
586,Shrewsbury,GB-SHRs,Shrewsbury School,MS XXX,,
599,Stratford-upon-Avon,GB-STb,Shakespeare Birthplace Trust,DR 37 Vol. 41,,
600,Stratford-upon-Avon,GB-STb,Shakespeare Birthplace Trust,DR 98/1744/1,,
607,Taunton,GB-TAr,Somerset Record Office,DD/L P29/29 part 1,,
610,Wells,GB-Wc,Cathedral,X4/34/3,Fayrfax fragments,
611,Wells,GB-Wm,Museum,slate fragments 1406,,
612,Winchester,GB-WIs,Winchester College Warden and Fellows Library,W.C.M. 12845,,
613,Winchester,GB-WIs,Winchester College Warden and Fellows Library,W.C.M. 24614a,,
622,Worcester,GB-WOc,Dean and Chapter Library,Q 61,,
625,Worcester,GB-WOr,Hereford and Worcestershire Record Office,b.705:4 BA 54,,
626,York,GB-Ybi,Borthwick Institute for Archives,Mus. 1,York Masses,
627,York,GB-Ybi,Borthwick Institute for Archives,Mus. 2,Nesciens mater Fragment,
628,York,GB-Ybi,Borthwick Institute for Archives,Mus. 9,,
632,"Cambridge, Mass.",US-HAhl,Harvard University Houghton Library,Inc 8948 (32.5),,
633,"Cambridge, Mass.",US-HAhl,Harvard University Houghton Library,MS Typ 122,,
635,Cleveland,US-CLwr,"Case Western Reserve University, Kelvin Smith Library",Spec.Coll. 3 Lge/ML431.D24,Part of Lost Choirbook I,
636,"Durham, N. C.",US-DMpl,"Duke University, William R Perkins Library",MS Latin 98,,
638,New York,US-NYcb,"Columbia University, Butler Library",Incun. T.172,,
639,New York,US-NYCsc,"Columbia University, Rare Book and MS Library: David Eugene Smith Collection of Western Manuscripts",MS Add.21,,
641,Philadelphia,US-PHf,Free Library,Lewis T325,,
644,Princeton,US-PRu,University Library,MS 138.41,Preece-Leverett fragment,
649,Padua,I-Pas,Archivio di Stato Padova,"Santa Giustina catastico VII, busta 14",,
652,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1563,,
653,Trent (Trento),I-TRbsb,Fondazione Biblioteca S. Bernardino,"Incunabula 60, guard leaf",,
655,Bamberg,D-BAs,Staatsbibliothek,Theol. 74,,
658,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Germ. 8º 190,,
659,Bern,CH-BEsu,"Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","Sammlung Bongarsina, Fragment 827",,
667,Chicago,US-Cn,Newberry Library,Case MS Mlo 96.P36,Lowinsky fragment,
670,"Hanover, NH",US-HA,Dartmouth College Library,Rauner Special Collections MS 002387,,
678,Girona (Gerona),E-G,Arxiu Capitular de la Catedral de Girona,frag. 33/II,,
681,Guardiagrele (Chieti),I-GUA,Chiesa di Santa Maria Maggiore,MS 2,,
682,Heiligenkreuz,A-HEI,Archiv des Zisterzienserstifts (Bibliothek des Zisterzienserstifts),fragment,,
684,Ivrea,I-IV,Biblioteca Capitolare d'Ivrea,MS CV (104),,
698,Melk,A-M,Bibliothek des Benediktinerstifts,MS 391,,
708,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 23286,,
709,Munich,D-Mbs,Bayerische Staatsbibliothek,"Clm. 5362, Kasten D IV and [31]",,
716,Oxford,GB-Ob,Bodleian Library,MS. Canon. Misc. 213,,
719,Paris,F-Pn,Bibliothèque Nationale,nouvelles acquisitions françaises 4379,,
724,Poznan,PL-Pe,Archiv der Erzdiozöse,MS 174a,,
725,Poznan,PL-Pm,Biblioteka Zakladu Muzykologii Uniwersytetu Poznanskiego,s.s.,,
726,Prague,CZ-Pu,Universitni Knihovna,MS XI E 9,,
735,Rome,I-Ra,Biblioteca Angelica,1067,,
741,Seville,E-Sco,Biblioteca Capitular y Colombina,5-1-43,,
743,Siena,I-Sc,Biblioteca Comunale degli Intronati,L.V.36,,
758,Warsaw,PL-Wn,Biblioteca Narodowa,MS III.8054,Codex Krasinski,
760,Warsaw,PL-Wn,Biblioteca Narodowa,MS lat.F.I.378,,
766,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.13,,
770,Avezzano,I-AVZcv,"Curia Vescovile, Biblioteca e Archivio Diocesano dei Marsi","MS P, Rocca di Botte, Busta N. 5, fasc. 25",,
771,Rocca di Mezzo,I-RDMsm,Museo Parrocchiale,s.s.,,
772,L'Aquila,I-LAp,Biblioteca Provinciale Salvatore Tommasi,MS olim 6. scaff. 139,,
773,Sulmona,I-SULc,Archivio Capitolare di Sulmona,s.s.,,
775,Sulmona,I-SULc,Archivio Capitolare di Sulmona,RIS b3,,
780,Ascoli Piceno,I-APa,Archivio di Stato Ascoli Piceno,"Notarile di Amandola, vol. 918",,
781,Cortona,I-CTa,Archivio Storico del Comune,"Frammento Musicali Medioevale (uno foglio) ""Cortona 1""",,
782,Cortona,I-CTa,Archivio Storico del Comune,"Framment3o Musicali Medioevale (due foglia) ""Cortona 2""",,
785,Melk,A-M,Bibliothek des Benediktinerstifts,MS 749,,
786,Zwettl,A-Zz,Bibliothek des Zisterzienserstiftes,s.s.,,
787,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 9085,,
789,Cambrai,F-CA,Mediathèque Municipale,MS D 6,,
790,Cambrai,F-CA,Mediathèque Municipale,MS D 11,,
791,Cambrai,F-CA,Mediathèque Municipale,MS 29,,
792,Escorial,E-E,"Palacio Real, Monasterio de S Lorenzo",MS IV.a.24,,
793,Escorial,E-E,"Palacio Real, Monasterio de S Lorenzo",MS V.III.24,,
795,London,GB-Lbl,British Library,Cotton Titus A. xxvi,,
796,London,GB-Lbl,British Library,Add. MS 5665,Ritson Manuscript,
797,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3154,Leopold Codex,
798,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3224,,
799,Munich,D-Mbs,Bayerische Staatsbibliothek,Mus. MS 3725,Buxheimer Orgelbuch,
800,Montecassino,I-MC,Biblioteca dell'Abbazia,871,,
803,Oxford,GB-Ob,Bodleian Library,MS. Arch. Selden B. 26,The Selden Carol Book,
805,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 15,,
806,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS S. Pietro B.80,,
807,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1374 [87],Trent 87,
808,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1375 [88],Trent 88,
809,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1376 [89],Trent 89,
810,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1377 [90],Trent 90,
811,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1378 [91],Trent 91,
812,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",MS 1379 [92],Trent 92,
813,Trent (Trento),I-TRcap,Biblioteca Capitolare/Museo Diocesano di Trento,MS BL [Trent 93],Trent 93,
814,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 5094 Han,,
817,Munich,D-Mbs,Bayerische Staatsbibliothek,Cgm. 902,,
818,Paris,F-Pn,Bibliothèque Nationale,fonds français 15123,Pixérécourt Chansonnier,
819,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Urb. lat. 1411,,
821,Innsbruck,A-Iu,Universitätsbibliothek,s.s.,Wolkenstein Rodeneck Codex; Wolkenstein B,
822,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 2777 Han,Wolkenstein A,
829,Venice,I-Vnm,Biblioteca Nazionale Marciana,MS It. IX. 145,,
831,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS IV.922,Occo Codex,
832,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS IV.90,,
844,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 3997 Han,,
